gene,log2FoldChange,pvalue,padj
Gene_87,1.8308042354041483,0.05823783082027523,0.08735674623041284
Gene_88,0.6575022193193689,0.2622743218149849,0.39341148272247733
Gene_89,-1.0595204075340776,0.4360704802193126,0.6541057203289689
Gene_90,1.0265348662267122,0.1569026241461201,0.23535393621918016
Gene_91,0.19415509869608077,0.947565126324043,1.0
Gene_92,1.9372899810657784,0.7668488978177731,1.0
Gene_93,-1.4041061877547047,0.26828720042777265,0.402430800641659
Gene_94,-0.6553242931955364,0.5908045335179158,0.8862068002768737
Gene_95,-0.7842163062643153,0.721449157109572,1.0
Gene_96,-2.927029896264237,0.941278928906798,1.0
Gene_97,0.5922405541291521,0.8816353491754106,1.0
Gene_98,0.5221105443597787,0.5151922261382137,0.7727883392073205
Gene_99,0.01022691328492178,0.7746526197930176,1.0
Gene_100,-0.46917426675029383,0.562144753827585,0.8432171307413775
Gene_101,-2.8307414841008285,0.5527038900455401,0.8290558350683102
Gene_102,-0.8412906455307181,0.1147419583381919,0.17211293750728784
Gene_103,-0.685429033053539,0.12613765801615207,0.1892064870242281
Gene_104,-1.6045545384432378,0.5295336150224574,0.7943004225336862
Gene_105,-0.32257142333201827,0.2688615449790066,0.4032923174685099
Gene_106,0.8081017136290768,0.02103690246046863,0.03155535369070295
Gene_107,3.7723718024210604,0.7228392039002123,1.0
Gene_108,0.3491556256636779,0.03248659669016496,0.04872989503524744
Gene_109,0.5151007814455287,0.5952768411040545,0.8929152616560818
Gene_110,-0.14889183153233443,0.5391937941273144,0.8087906911909716
Gene_111,-3.837542430598083,0.9688146905778044,1.0
Gene_112,-0.053027750898433756,0.48421313934764165,0.7263197090214625
Gene_113,0.12046041988205287,0.06360143637779736,0.09540215456669604
Gene_114,4.926484224970572,0.5516879678064617,0.8275319517096925
Gene_115,-0.38472192956224505,0.8410961706161014,1.0
Gene_116,0.6030946846672249,0.9968492842814399,1.0
Gene_117,-0.06942353941048662,0.4303431736890725,0.6455147605336087
Gene_118,-2.337356075239064,0.3202987424967425,0.48044811374511376
Gene_119,2.285645629030041,0.9066532969519989,1.0
Gene_120,1.5038660653735483,0.19124212907612137,0.28686319361418205
Gene_121,1.5820638940860938,0.6154289150329266,0.9231433725493899
Gene_122,-1.8187749095894779,0.4057144241809477,0.6085716362714215
Gene_123,2.8055886218721984,0.041082364955555284,0.061623547433332926
Gene_124,-2.8037021255845618,0.34728847430569776,0.5209327114585467
Gene_125,1.1737141876005406,0.2652285225026746,0.3978427837540119
Gene_126,4.380911251619957,0.6860911539434869,1.0
Gene_127,-1.9810726502613767,0.9487904976919181,1.0
Gene_128,-1.1325954592055438,0.26804718737863775,0.40207078106795663
Gene_129,0.19930273017528244,0.8114659391516817,1.0
Gene_130,-1.0069513082323984,0.05535981693840952,0.08303972540761428
Gene_131,-3.1013268621322654,0.5381210100398132,0.8071815150597197
Gene_132,0.13712594961205465,0.07055006370989458,0.10582509556484188
Gene_133,-2.1246074274522098,0.9340329911306393,1.0
Gene_134,0.9471848612703632,0.7663512805573902,1.0
Gene_135,-1.8388484684676063,0.6579499112045923,0.9869248668068885
Gene_136,3.099868810035079,0.8238963816246643,1.0
Gene_137,-1.5665065846724742,0.6475197955701631,0.9712796933552448
Gene_138,-0.6441230324113512,0.9689443971742911,1.0
Gene_139,1.6270344347393395,0.7139579478647715,1.0
Gene_140,-2.4617286328679104,0.9246586095822468,1.0
Gene_141,0.45491986920825883,0.517131892010638,0.775697838015957
Gene_142,2.614285508564856,0.11706441298186265,0.17559661947279398
Gene_143,-3.214966469122455,0.5281777214230171,0.7922665821345256
Gene_144,0.3692677170646084,0.1268728280630933,0.19030924209463995
Gene_145,0.5197655884968471,0.592493479176405,0.8887402187646076
Gene_146,1.5636457435546207,0.48249306052766294,0.7237395907914944
Gene_147,-2.473901421756164,0.6225753978327817,0.9338630967491726
Gene_148,-2.6409132261685526,0.010046981054831594,0.015070471582247391
Gene_149,1.0438831312337953,0.1948404916553641,0.29226073748304615
Gene_150,0.5939693464663721,0.4913304319121309,0.7369956478681963
Gene_151,0.5009857006917531,0.9505035615891348,1.0
Gene_152,0.6928964189939514,0.3836090403551584,0.5754135605327376
Gene_153,-1.3600494431569816,0.42437202605363467,0.6365580390804519
Gene_154,0.4645073943220071,0.7146960890066222,1.0
Gene_155,0.5861449465973625,0.603792757286118,0.905689135929177
Gene_156,-1.4287028360527356,0.29892615009833323,0.44838922514749985
Gene_157,3.731549022289513,0.4108163955674278,0.6162245933511417
Gene_158,0.947665841823575,0.21769979885723245,0.3265496982858487
Gene_159,-2.382606994405297,0.9660214591302085,1.0
Gene_160,1.3131072172676594,0.13063438155735974,0.1959515723360396
Gene_161,-1.9493633404546429,0.37183678456641944,0.5577551768496292
Gene_162,1.574169207484904,0.02583897222001119,0.03875845833001679
Gene_163,2.317191158014808,0.2217794919335464,0.3326692379003196
Gene_164,-1.641364636703421,0.7804711383801549,1.0
Gene_165,1.9267522584886436,0.20117523228887946,0.3017628484333192
Gene_166,0.8255618538729966,0.0800634025289656,0.1200951037934484
Gene_167,1.64412031998898,0.4744531798445233,0.7116797697667849
Gene_168,3.7935859653078947,0.009969234734518495,0.014953852101777743
Gene_169,-0.490776232005741,0.08476615442633317,0.12714923163949976
Gene_170,-1.5074723287149792,0.8076258695629751,1.0
Gene_171,-1.7790288592510466,0.7714733448596064,1.0
Gene_172,-1.6316205699308766,0.915138820404896,1.0
Gene_173,-0.1542034188282084,0.8545154359107495,1.0
Gene_174,0.6823039496332878,0.6831755632398181,1.0
Gene_175,0.5533815986600381,0.05233285730066284,0.07849928595099426
Gene_176,1.6543664980720476,0.7828486179866575,1.0
Gene_177,0.02600378375581404,0.8455108108405605,1.0
Gene_178,2.9070681543146337,0.7990821457719545,1.0
Gene_179,-0.5293136664759122,0.5084790353080261,0.762718552962039
Gene_180,5.440338333179238,0.23290183864948166,0.3493527579742225
Gene_181,1.2513346955300124,0.8453299756887267,1.0
Gene_182,-1.714315112832565,0.7271628097401385,1.0
Gene_183,-2.1417849961222246,0.9807611743888516,1.0
Gene_184,0.9649448304863706,0.15569259775593292,0.23353889663389937
Gene_185,-0.4469255706517018,0.22566458305205506,0.3384968745780826
Gene_186,1.428000988184184,0.2117981498815027,0.31769722482225404
Gene_187,0.9464752491470897,0.7925397676213367,1.0
Gene_188,-0.14565782531374555,0.18690729645011817,0.28036094467517725
Gene_189,-1.69358743613681,0.0666598298233061,0.09998974473495914
Gene_190,-3.0296944493717293,0.9985608065856286,1.0
Gene_191,-0.8930299041340422,0.024817211445149145,0.03722581716772372
Gene_192,1.7127975886469446,0.8352440601588657,1.0
Gene_193,0.4281874882604079,0.3653668415506528,0.5480502623259792
Gene_194,-2.491477557423976,0.8416154597578153,1.0
Gene_195,0.346361851702364,0.554620491211145,0.8319307368167175
Gene_196,0.7706347594576736,0.9016312294863601,1.0
Gene_197,-1.767714872402266,0.9261929864146267,1.0
Gene_198,0.3074502118910558,0.009098181280775997,0.013647271921163995
Gene_199,0.11641743689199979,0.07541217599278827,0.1131182639891824
Gene_200,-2.285940595661246,0.2503587295708555,0.3755380943562832
Gene_201,0.7155747206965666,0.6693154163635017,1.0
Gene_202,1.1215690527364688,0.888272196511506,1.0
Gene_203,2.166102486350554,0.45994195129396276,0.6899129269409441
Gene_204,2.107604104069806,0.6069731162742654,0.9104596744113982
Gene_205,-2.755338735914182,0.18849985279556114,0.2827497791933417
Gene_206,-1.8756500798302456,0.8049668338816853,1.0
Gene_207,1.0300705344173195,0.9673281113534697,1.0
Gene_208,1.0275719018244176,0.26859893291459747,0.4028983993718962
Gene_209,1.0300953726120958,0.4948259516005463,0.7422389274008194
Gene_210,7.705462981309442,0.0861161105063738,0.1291741657595607
Gene_211,1.141781021386334,0.5591366564629684,0.8387049846944525
Gene_212,2.271131280361198,0.5027834418466806,0.7541751627700208
Gene_213,1.9080035269864046,0.1444364841550776,0.2166547262326164
Gene_214,1.302782502611596,0.44206621311807504,0.6630993196771126
Gene_215,-0.6305384892806912,0.33410465208656326,0.5011569781298448
Gene_216,1.5179384409865349,0.5218308753051893,0.7827463129577841
Gene_217,-1.5456504290751436,0.5856543354287992,0.8784815031431987
Gene_218,-0.47363721348001775,0.008495578607209509,0.012743367910814263
Gene_219,-0.9707270956582069,0.7610059829495553,1.0
Gene_220,0.1637482787726451,0.7130142918617408,1.0
Gene_221,4.629317133347017,0.3662863862065222,0.5494295793097833
Gene_222,-3.734530385183496,0.05293593556881826,0.07940390335322739
Gene_223,1.372520380749027,0.7549325397850504,1.0
Gene_224,-3.2254317423793033,0.9551751604781324,1.0
Gene_225,-0.9438637315788669,0.2401515960220142,0.3602273940330213
Gene_226,2.177901193934732,0.3235246137370379,0.48528692060555684
Gene_227,0.12856003819092554,0.18381288948181496,0.27571933422272243
Gene_228,-2.1554895558586122,0.5769361233448397,0.8654041850172596
Gene_229,-1.4306074185199364,0.15484139464745494,0.23226209197118242
Gene_230,1.3591954978693517,0.35619394346137945,0.5342909151920692
Gene_231,-1.4607332634342733,0.697013013934263,1.0
Gene_232,0.43291717916394973,0.5601159830093484,0.8401739745140226
Gene_233,0.09114367980762757,0.38646256432793524,0.5796938464919028
Gene_234,-1.3032006952116342,0.4202496018075419,0.6303744027113128
Gene_235,4.287888178650651,0.5621108826232295,0.8431663239348443
Gene_236,1.2678380446360225,0.005864727887161303,0.008797091830741954
Gene_237,-4.050285173315214,0.07850986845360985,0.11776480268041478
Gene_238,0.3729086295388553,0.8812580677630116,1.0
Gene_239,-1.323572929536776,0.07787898909129076,0.11681848363693614
Gene_240,1.704866669592448,0.7068035962105051,1.0
Gene_241,-1.5850414768654013,0.9200381641090526,1.0
Gene_242,-0.22947288293379803,0.2706836043017311,0.40602540645259666
Gene_243,1.0099745579609143,0.37049143705951426,0.5557371555892714
Gene_244,1.731510388340243,0.5689214058447163,0.8533821087670744
Gene_245,-2.4005928141115525,0.8817089696385847,1.0
Gene_246,-0.6690024716818967,0.9419055872604202,1.0
Gene_247,-0.9498906223219123,0.7395632481112681,1.0
Gene_248,-1.3066584651474238,0.08661976085469403,0.12992964128204104
Gene_249,3.5309084805621938,0.6691541555348508,1.0
Gene_250,0.8099634219219111,0.41030372187266206,0.6154555828089932
Gene_251,-2.5217679086700904,0.4707009994910616,0.7060514992365924
Gene_252,1.8357238941095522,0.04914839034517704,0.07372258551776556
Gene_253,4.2443123940252665,0.19106213934635818,0.2865932090195373
Gene_254,2.0649305211022937,0.7905136075336477,1.0
Gene_255,-3.038739931908027,0.4539588330478598,0.6809382495717897
Gene_256,-0.9684681457325027,0.30166224163114885,0.4524933624467233
Gene_257,2.5338222983732455,0.38401907396495816,0.5760286109474373
Gene_258,-1.4153389312375615,0.8543995133256802,1.0
Gene_259,0.8876388562924569,0.7489990174049569,1.0
Gene_260,1.5492681068586736,0.2723153971810828,0.40847309577162416
Gene_261,-1.853860943156166,0.11750184021237331,0.17625276031855996
Gene_262,-0.11905071212360016,0.2519982216440717,0.37799733246610756
Gene_263,-6.482534680138145,0.9207564510547337,1.0
Gene_264,-2.0487752826685797,0.5815888378497553,0.872383256774633
Gene_265,-0.5051363027863206,0.5334802087447829,0.8002203131171743
Gene_266,-2.495566363929699,0.5963935996924615,0.8945903995386923
Gene_267,3.2648226078632705,0.36602826574651526,0.5490423986197729
Gene_268,-2.8602827559212654,0.8071070203195128,1.0
Gene_269,-0.8800889733939675,0.5232862493002498,0.7849293739503747
Gene_270,0.2614811545721827,0.11674790276879554,0.1751218541531933
Gene_271,2.882546578132231,0.12906512482906296,0.19359768724359444
Gene_272,-2.8717243023588788,0.5368591465026183,0.8052887197539276
Gene_273,2.326327504309919,0.9365702180708392,1.0
Gene_274,0.020466122039174098,0.30835212167619874,0.4625281825142981
Gene_275,-1.9630173020959019,0.8695411688592183,1.0
Gene_276,0.9242069485265415,0.7640955865788793,1.0
Gene_277,0.39811939114694006,0.24781244290690685,0.3717186643603603
Gene_278,-1.2004337543175894,0.036340748316242455,0.05451112247436368
Gene_279,0.13960416998003783,0.10184726514238274,0.1527708977135741
Gene_280,-0.7706271937235204,0.7284939338474402,1.0
Gene_281,0.22703469050249608,0.1996697380406467,0.29950460706097004
Gene_282,1.3242613490420934,0.3712709205053938,0.5569063807580907
Gene_283,3.172033632290704,0.5016991660064248,0.7525487490096372
Gene_284,-2.475630997653698,0.7254681684501628,1.0
Gene_285,4.266066749312533,0.11323122325912538,0.16984683488868807
Gene_286,-3.9041755990450038,0.4063664052774615,0.6095496079161922
Gene_287,-0.30357019007116665,0.4850729091426954,0.7276093637140431
Gene_288,1.176634412969153,0.5408270639715397,0.8112405959573095
Gene_289,0.5619837354700653,0.8183606413952167,1.0
Gene_290,-1.2453990396411876,0.1716781950432169,0.25751729256482536
Gene_291,-0.41624450071455044,0.8078314518266223,1.0
Gene_292,-0.9860018693176656,0.6928784276966522,1.0
Gene_293,-1.178729513888423,0.5558708141989593,0.833806221298439
Gene_294,1.6992041940420493,0.6995278704025719,1.0
Gene_295,0.7140309719300947,0.4120177389516564,0.6180266084274846
Gene_296,-1.3858191905213084,0.13839758596812457,0.20759637895218686
Gene_297,1.7991997508665014,0.6657652402653673,0.998647860398051
Gene_298,0.6145990417532187,0.5246723066856223,0.7870084600284334
Gene_299,1.6257242376779202,0.6393748005427755,0.9590622008141633
Gene_300,1.2592576838472245,0.33799878102849,0.506998171542735
Gene_301,-1.6579900218441446,0.9068665773398359,1.0
Gene_302,-1.1203620803939391,0.5873698685755769,0.8810548028633653
Gene_303,1.4945872102465236,0.08540248429087383,0.12810372643631074
Gene_304,1.2207405308669297,0.44980399070442867,0.674705986056643
Gene_305,-0.041803187928296265,0.7563560547436343,1.0
Gene_306,0.234654766617564,0.7941345617322724,1.0
Gene_307,2.55532979157685,0.49459705276375876,0.7418955791456381
Gene_308,-1.1831427776716599,0.8947475708313011,1.0
Gene_309,1.0941947623400758,0.26766843719429756,0.40150265579144634
Gene_310,-0.4043853048677881,0.4105986972382666,0.6158980458573999
Gene_311,-0.4353624064544406,0.8985969105689701,1.0
Gene_312,2.19755370397438,0.8962567164715789,1.0
Gene_313,1.6508326979760597,0.6857127688246809,1.0
Gene_314,1.627019272001277,0.8589805471222202,1.0
Gene_315,2.610957614308658,0.08877326695623267,0.133159900434349
Gene_316,0.0420076832655181,0.8649949762077763,1.0
Gene_317,1.3639059425899278,0.32061990655022676,0.48092985982534014
Gene_318,-0.6205335131869121,0.17833151242821632,0.2674972686423245
Gene_319,0.6483327049768842,0.23936983634204634,0.3590547545130695
Gene_320,-0.26028610873536917,0.4179685080138871,0.6269527620208306
Gene_321,0.19399192998543638,0.2511920046044672,0.37678800690670083
Gene_322,1.1903140508738272,0.32056758601649904,0.48085137902474856
Gene_323,-1.636441366466945,0.1349784860716421,0.20246772910746313
Gene_324,4.1847745513709205,0.2961767655589985,0.4442651483384978
Gene_325,-2.012034762999404,0.5722838145420012,0.8584257218130018
Gene_326,-2.4283772255754643,0.44185370809106395,0.6627805621365959
Gene_327,2.3162217470001356,0.34671876123591117,0.5200781418538667
Gene_328,1.5833253879258717,0.746452128857114,1.0
Gene_329,1.2482396341043103,0.8935099713933179,1.0
Gene_330,1.2566910185285598,0.756789222902397,1.0
Gene_331,-0.024493545693829246,0.3320007021176792,0.49800105317651877
Gene_332,-1.794508742971663,0.7444421678375537,1.0
Gene_333,0.15160911638745267,0.1519801824740512,0.2279702737110768
Gene_334,-1.3543234230242234,0.13031798809129091,0.19547698213693637
Gene_335,1.9502394668355023,0.34562703703615894,0.5184405555542384
Gene_336,-0.2941147630042773,0.807702369044057,1.0
Gene_337,-1.650994393585023,0.24634824724230187,0.3695223708634528
Gene_338,-0.6427716833059869,0.06325340889867959,0.09488011334801938
Gene_339,0.8258629085512487,0.1317095352063551,0.19756430280953263
Gene_340,-1.1274491056079494,0.8587449685295802,1.0
Gene_341,-1.644440791132863,0.6337832847472876,0.9506749271209314
Gene_342,0.4873744229838246,0.25320116336997667,0.379801745054965
Gene_343,0.48993314221744555,0.5552958253281813,0.832943737992272
Gene_344,-1.0138863507422595,0.5275796224253504,0.7913694336380256
Gene_345,-0.9420766112366455,0.6554359784406613,0.983153967660992
Gene_346,0.4640998747152726,0.23318755442161632,0.3497813316324245
Gene_347,-2.8961686829946482,0.8644029871943977,1.0
Gene_348,-2.8149275487531105,0.30936856208001284,0.46405284312001926
Gene_349,-1.436888442504872,0.6941316539762369,1.0
Gene_350,-0.4268943034236945,0.01612464637221489,0.024186969558322335
Gene_351,0.6218151311960092,0.37265712989414723,0.5589856948412208
Gene_352,2.950712433899104,0.3517098179588083,0.5275647269382124
Gene_353,1.7153192464040388,0.5434844285830145,0.8152266428745217
Gene_354,-0.3198770599268542,0.0727362617771965,0.10910439266579475
Gene_355,-0.03803241580537766,0.7901313737261083,1.0
Gene_356,-2.0050587292756177,0.21778080176756853,0.3266712026513528
Gene_357,-0.03702627198477986,0.6770378148820102,1.0
Gene_358,-0.5773172778402766,0.8032121232440932,1.0
Gene_359,0.645437120676179,0.5618769562415131,0.8428154343622697
Gene_360,-1.654461887104646,0.7408832067219855,1.0
Gene_361,1.0386930284823446,0.6618603122150055,0.9927904683225083
Gene_362,3.0654778260051554,0.3555297971520076,0.5332946957280114
Gene_363,-0.2175202969137152,0.8088585390335653,1.0
Gene_364,0.8034234441978829,0.294701369885528,0.44205205482829196
Gene_365,1.380287983422225,0.5712129177515172,0.8568193766272758
Gene_366,-0.8024409437716725,0.7453977391415395,1.0
Gene_367,0.44818496362083354,0.3789559098125076,0.5684338647187615
Gene_368,0.02518480156358972,0.30276760761742505,0.4541514114261376
Gene_369,0.19535219709766344,0.4593460101728227,0.6890190152592341
Gene_370,-1.546019567710933,0.8179634943491536,1.0
Gene_371,0.04902034851788543,0.9299217631456648,1.0
Gene_372,0.9959965824908995,0.5450834128598901,0.8176251192898352
Gene_373,2.9022872155900834,0.6614662053236519,0.9921993079854778
Gene_374,1.9185416521704137,0.9032736222389142,1.0
Gene_375,4.306364915023113,0.0985468514129424,0.1478202771194136
Gene_376,-1.534695125776099,0.23207857786616504,0.34811786679924756
Gene_377,1.7446412734413563,0.7089000062515824,1.0
Gene_378,0.3666840114767035,0.8237444619122997,1.0
Gene_379,4.3796058664353446,0.8570290283305779,1.0
Gene_380,-1.616596570710303,0.4151071768549326,0.6226607652823989
Gene_381,-1.6794436843615521,0.08933990229186684,0.13400985343780025
Gene_382,-1.1987852908880443,0.4377814772996199,0.6566722159494298
Gene_383,-4.247791448619614,0.23073459020705378,0.34610188531058067
Gene_384,-1.051510043361522,0.29119645499662417,0.43679468249493625
Gene_385,-1.518265323107396,0.7722675568375058,1.0
Gene_386,0.30078757295241526,0.07552708602588687,0.1132906290388303
Gene_387,0.6835119515543189,0.8275812174807021,1.0
Gene_388,3.7523416784317725,0.42766908582416907,0.6415036287362537
Gene_389,1.9008476763721005,0.5960639311005951,0.8940958966508926
Gene_390,-1.1538073113248062,0.089652231235679,0.1344783468535185
Gene_391,-1.796829342696716,0.33735907835727963,0.5060386175359195
Gene_392,0.9838383430130114,0.08970091901484578,0.13455137852226867
Gene_393,-2.6404664140412843,0.9615437228811096,1.0
Gene_394,3.6629175317087075,0.8072616493262504,1.0
Gene_395,2.358880241442574,0.4596327543564602,0.6894491315346903
Gene_396,-0.9383513042094096,0.2236025483236711,0.33540382248550665
Gene_397,-3.426269058181755,0.9334551052498522,1.0
Gene_398,2.7077447483308257,0.34459659572697177,0.5168948935904576
Gene_399,-0.22907969050523577,0.16098443168737475,0.24147664753106213
Gene_400,2.4756326239469235,0.5631643884539549,0.8447465826809324
Gene_401,-3.188855317588734,0.9437741203448161,1.0
Gene_402,-1.1987500459075457,0.003830290500322575,0.005745435750483863
Gene_403,0.010487399436366332,0.23812484325399874,0.3571872648809981
Gene_404,0.09396118752948411,0.9384476404104076,1.0
Gene_405,-0.9001309429584873,0.17108596685716204,0.25662895028574306
Gene_406,1.2456998646949975,0.11324345163981986,0.1698651774597298
Gene_407,-2.1352408587651888,0.5701872157998045,0.8552808236997067
Gene_408,-0.284758970042587,0.8618438232948299,1.0
Gene_409,0.24059126342379772,0.47710981769392613,0.7156647265408892
Gene_410,1.028877668117498,0.9945642566845248,1.0
Gene_411,1.4232297561777796,0.6791716995379928,1.0
Gene_412,-2.2492841836757385,0.07407490721044774,0.11111236081567161
Gene_413,-3.0682283414712446,0.9928321316819754,1.0
Gene_414,2.555353643797018,0.40789423678019043,0.6118413551702857
Gene_415,0.6646280239591833,0.28740253384548253,0.4311038007682238
Gene_416,-1.4969730731131072,0.5578791835778856,0.8368187753668284
Gene_417,3.102303951045046,0.3043075918208643,0.45646138773129646
Gene_418,0.23134926858571733,0.08645750712015232,0.12968626068022848
Gene_419,2.358594368127653,0.0014283430791767193,0.002142514618765079
Gene_420,0.1350369628202179,0.4495833529202623,0.6743750293803934
Gene_421,4.121495849763974,0.8368634222265923,1.0
Gene_422,3.510681684886409,0.5723151856300766,0.8584727784451148
Gene_423,-0.497928296958147,0.9992072989434408,1.0
Gene_424,1.9431419019087108,0.28684664564719997,0.43026996847079996
Gene_425,1.290751899170295,0.28045506476005533,0.420682597140083
Gene_426,2.7372631150646973,0.1597494602339442,0.2396241903509163
Gene_427,-1.929846921160209,0.16406358826533518,0.24609538239800277
Gene_428,1.3721029199968786,0.2851865960100478,0.4277798940150717
Gene_429,2.1168489736991756,0.7928400452735271,1.0
Gene_430,-3.5174789728462286,0.9057567906364479,1.0
Gene_431,-2.36651702533155,0.9750871697076813,1.0
Gene_432,-4.078464355520201,0.23228965409645264,0.34843448114467895
Gene_433,-0.5388136688891155,0.8812975456140917,1.0
Gene_434,1.4350845115919246,0.32825508927733704,0.49238263391600556
Gene_435,3.004714104192056,0.11284054451688441,0.16926081677532662
Gene_436,0.14818956083955037,0.8700249255201656,1.0
Gene_437,3.2572310911425837,0.6361056346436186,0.9541584519654278
Gene_438,-2.7602029164297828,0.16473089608106173,0.2470963441215926
Gene_439,-3.4067648787103093,0.42983125751300255,0.6447468862695038
Gene_440,-0.11109539779323756,0.28725769487706765,0.4308865423156015
Gene_441,0.7681308978786145,0.736794568710197,1.0
Gene_442,-0.06538949618818622,0.45341623062426806,0.6801243459364021
Gene_443,-4.134884200079753,0.989279945106385,1.0
Gene_444,-0.17824007902557681,0.05474498225959512,0.08211747338939268
